CleanArea,DistrictCode,Area,DistrictBroken,TotalPopulation2011,TotalMales2011,TotalFemales2011,MarginalWorkers2011,MarginalWorkersMale2011,MarginalWorkersFemale2011,PerMarginalWorkers2011,PerMarginalMale2011,PerMarginalFemale2011,PerMarginalWorkersMale2011,PerMarginalWorkersFemale2011,Agriculture2011,Manufacturing2011,WholesaleRetail2011,Construction2011,Services2011,NonAgriculture2011,TotalPopulation2001,TotalMales2001,TotalFemales2001,MarginalWorkersTotal2001,MarginalWorkersMale2001,MarginalWorkerFemale2001,PerMarginalWorkers2001,PerMarginalMale2001,PerMarginalFemale2001,PerMarginalWorkersMale2001,PerMarginalWorkersFemale2001,Agriculture2001,Manufacturing2001,WholesaleRetail2001,Construction2001,Services2001,NonAgriculture2001,,PPChangeinMarginal,PPChangeinMarginalMale,PPChangeinMarginalFemale,PPChangeinFemaleParticipation,PPChangeAgriculture,PPChangeinManufacturing,PPChangeinWholesale,PPChangeinConstruction,PPChangeinServices
Giridih,349,District - Giridih ,0,2445474,1258098,1187376,623374,296241,327133,25.49092732,23.54673483,27.550919,47.52219374,52.47780626,84.19279598,4.067862952,1.051375258,4.269026299,6.418939513,15.80720402,1904430,960679,943751,279214,105373,173841,14.66128973,10.96859617,18.42021889,37.73915348,62.26084652,77.98427013,9.149254694,3.280995939,3.186444806,6.399034432,22.01572987,,10.82963759,12.57813866,9.130700109,-9.783040258,6.208525848,-5.081391741,-2.229620681,1.082581493,0.019905081
Deoghar,350,District - Deoghar ,0,1492073,775022,717051,254078,145184,108894,17.0285234,18.73288758,15.1863675,57.14150773,42.85849227,77.9799904,8.121128157,1.244499721,6.241390439,6.412991286,22.0200096,1165390,608878,556512,401465,186824,214641,34.44898274,30.68332244,38.56897964,46.5355635,53.4644365,58.36224827,17.02688902,5.762893403,6.733090058,12.11487925,41.63775173,,-17.42045934,-11.95043486,-23.38261215,-10.60594423,19.61774213,-8.905760861,-4.518393682,-0.491699619,-5.701887969
Godda,351,District - Godda ,0,1313551,677927,635624,316546,161664,154882,24.09849332,23.84681537,24.36692132,51.07125031,48.92874969,91.61670026,2.615101755,0.59738553,1.910622785,3.260189672,8.383299742,1047939,544043,503896,176785,125346,51439,16.86977963,23.03972296,10.20825726,70.90307436,29.09692564,1.251803038,34.69864525,13.89597534,17.57954578,32.5740306,98.74819696,,7.228713687,0.807092402,14.15866407,19.83182405,90.36489722,-32.08354349,-13.29858981,-15.66892299,-29.31384093
Sahibganj,352,District - Sahibganj ,0,1150567,589391,561176,167184,68604,98580,14.53057493,11.63981126,17.5666814,41.03502728,58.96497272,75.25122021,14.45353622,1.41401091,3.290984783,5.590247871,24.74877979,927770,477662,450108,61268,43321,17947,6.603791888,9.06938379,3.987265279,70.70738395,29.29261605,1.560357772,31.85349612,16.40660704,10.45570281,39.72383626,98.43964223,,7.926783037,2.570427473,13.57941612,29.67235668,73.69086244,-17.39995989,-14.99259613,-7.164718031,-34.13358839
Pakur,353,District - Pakur ,0,900422,452661,447761,152734,66238,86496,16.96249092,14.6330256,19.31744837,43.36820878,56.63179122,85.24100724,8.35570338,0.989956395,2.013958909,3.399374075,14.75899276,701664,358545,343119,249684,104342,145342,35.58455329,29.10150748,42.35906493,41.78962208,58.21037792,75.63960847,9.394674869,3.444353663,4.421188382,7.100174621,24.36039153,,-18.62206237,-14.46848188,-23.04161656,-1.578586699,9.601398776,-1.038971489,-2.454397268,-2.407229473,-3.700800546
Dhanbad,354,District - Dhanbad ,0,2684487,1405956,1278531,298567,182629,115938,11.12193875,12.98966682,9.068063269,61.16851494,38.83148506,48.95785536,9.693636604,3.981015986,19.06372774,18.30376431,51.04214464,2397102,1278946,1118156,247188,85316,161872,10.31195168,6.670805491,14.47669198,34.51462045,65.48537955,79.22310145,9.337831934,3.130006311,2.762270013,5.546790297,20.77689855,,0.809987072,6.318861326,-5.408628713,-26.65389449,-30.26524609,0.355804671,0.851009675,16.30145773,12.75697402
Bokaro,355,District - Bokaro ,0,2062330,1072807,989523,304894,179501,125393,14.78395795,16.73190052,12.67206523,58.87324775,41.12675225,63.21180476,8.383241389,2.771127015,14.60507586,11.02875098,36.78819524,1777662,938436,839226,125087,42363,82724,7.036602009,4.51421301,9.857177923,33.86682869,66.13317131,86.16083206,4.927770272,2.148904363,2.278414224,4.484079081,13.83916794,,7.747355942,12.21768751,2.814887304,-25.00641906,-22.9490273,3.455471117,0.622222652,12.32666164,6.544671895
Lohardaga,356,District - Lohardaga ,0,461790,232629,229161,118388,50612,67776,25.6367613,21.75653079,29.57571314,42.75095449,57.24904551,90.578437,2.222353617,1.11582255,2.27641315,3.80697368,9.421562996,364521,184507,180014,98114,31347,66767,26.91587042,16.98959931,37.08989301,31.94956887,68.05043113,84.27645392,7.358786717,1.977291722,1.771408769,4.61605887,15.72354608,,-1.279109118,4.766931474,-7.514179863,-10.80138562,6.301983083,-5.136433101,-0.861469172,0.505004381,-0.809085191
Purbi Singhbhum,357,District - Purbi Singhbhum ,0,2293919,1176902,1117017,307485,171016,136469,13.40435299,14.53103147,12.21727154,55.61767241,44.38232759,76.50942322,6.813015269,2.092785014,7.356781632,7.227994862,23.49057678,1982988,1027433,955555,205495,69048,136447,10.3628968,6.720438218,14.27934551,33.60081754,66.39918246,83.17866615,5.286746636,3.120270566,3.246794326,5.167522324,16.82133385,,3.041456187,7.810593252,-2.062073975,-22.01685487,-6.669242924,1.526268633,-1.027485552,4.109987306,2.060472537
Palamu,358,District - Palamu ,Y,1939869,1006302,933567,429361,247755,181606,22.13350489,24.6203426,19.45291554,57.70319149,42.29680851,82.66540277,3.468177128,1.295180512,4.07768754,8.493552046,17.33459723,2098359,1084417,1013942,48238,17236,31002,2.298844001,1.58942547,3.05757134,35.7311663,64.2688337,86.18723828,4.759732991,2.688751607,1.436626726,4.9276504,13.81276172,,21.15315756,23.4821605,18.66809001,-19.42729293,-2.661530323,-1.252380437,-1.593503385,2.75921325,2.748200896
Latehar,359,District - Latehar ,Y,726978,369666,357312,196068,97222,98846,26.97027971,26.29995726,27.66377843,49.58585797,50.41414203,85.40965379,3.593141155,0.657424975,4.454576983,5.885203093,14.59034621,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,21.15315756,23.4821605,18.66809001,-19.42729293,-2.661530323,-1.252380437,-1.593503385,2.75921325,2.748200896
Hazaribagh,360,District - Hazaribagh ,Y,1734495,890881,843614,327236,161694,165542,18.86635591,18.14989881,19.62295552,49.41204513,50.58795487,79.70944517,4.775146989,1.309146915,6.826877238,7.379383686,20.29055483,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,10.93745676,12.6277364,9.161851052,-20.68372631,-6.626728457,-1.55547624,-0.665818304,5.575850846,3.272172156
Ramgarh,361,District - Ramgarh ,Y,949443,494230,455213,91339,51181,40158,9.620272096,10.35570483,8.821804298,56.03411467,43.96588533,63.43511534,8.879011156,2.820262976,13.08969881,11.77591171,36.56488466,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,10.93745676,12.6277364,9.161851052,-20.68372631,-6.626728457,-1.55547624,-0.665818304,5.575850846,3.272172156
Dumka,362,District - Dumka ,Y,1321442,668514,652928,387017,195081,191936,29.28747535,29.18128865,29.39619682,50.4063129,49.5936871,88.71625794,3.439125413,0.738985626,2.324962469,4.780668549,11.28374206,1759602,897364,862238,310929,134703,176226,17.67041638,15.01096545,20.43820848,43.32275214,56.67724786,60.26970788,13.69733926,5.464913212,8.076120272,12.49191938,39.73029212,,10.30584285,14.19775049,6.265026892,9.725163745,-9.725163745,27.20156933,-10.29019807,-4.613127914,-5.088949505
Jamtara,363,District - Jamtara ,Y,791042,404830,386212,203977,118429,85548,25.78586219,29.25400786,22.15052873,58.05997735,41.94002265,85.10910544,3.346455728,1.065806439,4.243615702,6.235016693,14.89089456,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,10.30584285,14.19775049,6.265026892,9.725163745,-9.725163745,27.20156933,-10.29019807,-4.613127914,-5.088949505
Ranchi,364,District - Ranchi ,Y,2914253,1494937,1419316,386159,189563,196596,13.25070267,12.68033369,13.85146084,49.08936474,50.91063526,71.83724839,5.037821208,2.149373704,7.039069399,13.9364873,28.16275161,2785064,1436976,1348088,128181,33530,94651,4.602443606,2.333372304,7.021129184,26.158323,73.841677,86.63140403,4.941449981,2.193772868,1.913700158,4.319672962,13.36859597,,9.705050754,11.11565772,8.183759513,-21.8836844,-11.52715624,-0.244417595,-0.302101334,4.114215535,7.959459631
Khunti,365,District - Khunti ,Y,531885,266335,265550,106897,47311,59586,20.09776549,17.76371863,22.43871211,44.25849182,55.74150818,86.90608717,3.465953207,0.960737907,2.375183588,6.29203813,13.09391283,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,9.705050754,11.11565772,8.183759513,-21.8836844,-11.52715624,-0.244417595,-0.302101334,4.114215535,7.959459631
Gumla,366,District - Gumla ,Y,1025213,514390,510823,208669,88816,119853,20.35372162,17.26627656,23.46272584,42.56310233,57.43689767,91.27517743,2.167068419,0.52139992,1.296790611,4.739563615,8.724822566,1346767,675769,670998,254727,85020,169707,18.9139621,12.58122228,25.29172963,33.3769094,66.6230906,80.63573944,8.776062216,3.148468753,2.107746725,5.331982868,19.36426056,,-6.419817786,-9.113996771,-3.695309496,1.27123791,-3.190803892,-1.791841193,0.139041105,0.619813626,4.223790354
Simdega,367,District - Simdega ,Y,599578,300309,299269,133135,54164,78971,22.20478403,18.03608949,26.38796534,40.68351673,59.31648327,92.40470199,2.082848237,0.570098021,1.336988771,3.605362977,7.595298006,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,-6.419817786,-9.113996771,-3.695309496,1.27123791,-3.190803892,-1.791841193,0.139041105,0.619813626,4.223790354
Pashchimi Singhbhum,368,District - Pashchimi Singhbhum ,Y,1502338,749385,752953,351399,152774,198625,23.39014256,20.38658367,26.37946857,43.47593476,56.52406524,86.7216469,3.819020544,0.822426928,4.94935956,3.687546066,13.2783531,2082795,1054641,1028154,259700,79565,180135,12.46882194,7.544273359,17.5202353,30.63727378,69.36272622,84.14285714,7.226800154,2.127454755,2.259145168,4.24374278,15.85714286,,-3.503095409,-5.181349219,-1.680157713,0.486125208,-11.12633153,2.33596758,0.895477765,3.259092868,4.635793319
Saraikela-Kharsawan,369,District - Saraikela-Kharsawan ,Y,1065056,544411,520645,201723,102408,99315,18.94013085,18.81078817,19.07537766,50.76664535,49.23335465,85.00617183,4.599376373,0.964689203,4.472469674,4.957292921,14.99382817,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,-3.503095409,-5.181349219,-1.680157713,0.486125208,-11.12633153,2.33596758,0.895477765,3.259092868,4.635793319
Bargarh,370,District - Bargarh ,0,1481255,749161,732094,287489,100276,187213,19.40847457,13.38510681,25.57226258,34.87994323,65.12005677,88.00023653,4.957407066,0.967689199,1.23761257,4.837054635,11.99976347,1346336,681500,664836,168145,65628,102517,12.48908148,9.629933969,15.41989303,39.03059859,60.96940141,84.20827262,6.132802046,2.010764519,2.643551696,5.004609117,15.79172738,,6.919393093,3.755172837,10.15236955,4.150655358,3.791963909,-1.17539498,-1.04307532,-1.405939127,-0.167554482
Jharsuguda,371,District - Jharsuguda ,0,579505,296690,282815,75856,34370,41486,13.08979215,11.58448212,14.6689532,45.30953385,54.69046615,60.52256908,15.72189412,1.471208606,10.76513394,11.51919426,39.47743092,509716,261941,247775,253392,79005,174387,49.71238886,30.16137222,70.38119261,31.17896382,68.82103618,83.04879396,8.694433921,2.578218728,1.610153438,4.068399949,16.95120604,,-36.62259671,-18.5768901,-55.71223941,-14.13057003,-22.52622489,7.027460195,-1.107010123,9.1549805,7.450794313
Sambalpur,372,District - Sambalpur ,0,1041099,526877,514222,168503,70146,98357,16.18510824,13.31354377,19.12734189,41.62893242,58.37106758,62.49562322,17.95220263,1.544186157,8.093624446,9.914363542,37.50437678,935613,475122,460491,269010,76201,192809,28.75227257,16.03819651,41.870308,28.32645627,71.67354373,85.8499684,7.121296606,1.841195495,1.286569273,3.900970224,14.1500316,,-12.56716434,-2.724652737,-22.74296611,-13.30247616,-23.35434518,10.83090603,-0.297009338,6.807055173,6.013393318
Debagarh,373,District - Debagarh ,0,312520,158230,154290,81893,32884,49009,26.20408294,20.78240536,31.76421025,40.15483619,59.84516381,85.79121537,4.143211263,0.398080422,4.436276605,5.231216343,14.20878463,274108,138408,135700,20817,7169,13648,7.594451822,5.179613895,10.05747973,34.43819955,65.56180045,83.2108373,11.81726474,1.032809723,0.096075323,3.843012922,16.7891627,,18.60963112,15.60279146,21.70673052,-5.71663664,2.58037807,-7.674053472,-0.634729301,4.340201282,1.388203421
Sundargarh,374,District - Sundargarh ,0,2093437,1061147,1032290,337936,154123,183813,16.14264007,14.52418939,17.80633349,45.60715638,54.39284362,74.20399129,6.860470622,1.29728706,9.649164339,7.989086691,25.79600871,1830673,935601,895072,7107,3178,3929,0.388217885,0.339674712,0.4389591,44.71647671,55.28352329,83.95947657,6.402138736,1.68847615,0.422119038,7.527789503,16.04052343,,15.75442218,14.18451468,17.36737439,-0.890679672,-9.755485284,0.458331885,-0.39118909,9.227045301,0.461297188
Kendujhar,375,District - Kendujhar ,0,1801733,906487,895246,324045,135418,188627,17.98518426,14.93876912,21.06985119,41.78987486,58.21012514,82.93508618,5.535650913,1.260318783,4.82587295,5.443071178,17.06491382,1561990,790036,771954,25205,10223,14982,1.613646694,1.293991666,1.940789218,40.55941281,59.44058719,71.37472724,15.77068042,2.697877405,0.793493354,9.363221583,28.62527276,,16.37153757,13.64477745,19.12906197,-1.230462048,11.56035894,-10.23502951,-1.437558622,4.032379595,-3.920150405
Mayurbhanj,376,District - Mayurbhanj ,0,2519738,1256213,1263525,674262,289647,384615,26.75921068,23.05715671,30.43984092,42.95763368,57.04236632,74.16612533,14.90577847,0.934651515,5.294084495,4.699360189,25.83387467,2223456,1123200,1100256,33500,11243,22257,1.5066635,1.000979345,2.022892854,33.56119403,66.43880597,57.07761194,24.19701493,4.87761194,0.429850746,13.41791045,42.92238806,,25.25254718,22.05617736,28.41694807,-9.39643965,17.08851339,-9.291236459,-3.942960425,4.864233749,-8.718550258
Baleshwar,377,District - Baleshwar ,0,2320529,1185787,1134742,315004,143474,171530,13.57466336,12.09947486,15.11621144,45.54672322,54.45327678,82.89609021,5.201838707,1.454584704,1.745374662,8.702111719,17.10390979,2024508,1036511,987997,65132,19930,45202,3.217176717,1.922796767,4.575115107,30.59939815,69.40060185,65.89080636,21.55929497,3.047657066,0.323957502,9.1782841,34.10919364,,10.35748665,10.1766781,10.54109633,-14.94732507,17.00528385,-16.35745626,-1.593072362,1.42141716,-0.476172381
Bhadrak,378,District - Bhadrak ,0,1506337,760260,746077,140952,106553,34399,9.357268659,14.01533686,4.610650107,75.5952381,24.4047619,74.62682332,5.670015324,2.911629491,2.554060957,14.23747091,25.37317668,1333749,675642,658107,51185,17128,34057,3.837678604,2.535070348,5.17499434,33.46292859,66.53707141,44.80414184,30.83911302,5.499658103,1.250366318,17.60672072,55.19585816,,5.519590055,11.48026651,-0.564344233,-42.1323095,29.82268148,-25.1690977,-2.588028612,1.303694639,-3.369249807
Kendrapara,379,District - Kendrapara ,0,1440361,717814,722547,144087,90359,53728,10.00353384,12.58807992,7.435917663,62.71141741,37.28858259,74.32245796,6.042182848,2.479057791,3.517319397,13.638982,25.67754204,1302005,646438,655567,51909,17743,34166,3.986851049,2.744733447,5.211671728,34.18097054,65.81902946,49.21111946,29.32246817,4.521373943,1.901404381,15.04363405,50.78888054,,6.016682787,9.843346473,2.224245935,-28.53044686,25.1113385,-23.28028532,-2.042316151,1.615915017,-1.404652048
Jagatsinghapur,380,District - Jagatsinghapur ,0,1136971,577865,559106,113038,69106,43932,9.942030184,11.95884852,7.857544008,61.13519347,38.86480653,69.88800226,7.346202162,3.294467347,3.489092164,15.98223606,30.11199774,1057629,538881,518748,15236,6703,8533,1.440580771,1.243873879,1.644922005,43.99448674,56.00551326,74.2058283,11.28905224,1.082961407,0.196902074,13.22525597,25.7941717,,8.501449413,10.71497464,6.212622003,-17.14070673,-4.317826037,-3.942850083,2.21150594,3.29219009,2.75698009
Cuttack,381,District - Cuttack ,0,2624470,1352760,1271710,240578,146278,94300,9.166726996,10.81330022,7.415212588,60.80273342,39.19726658,60.03292072,9.446416547,4.686214035,5.624786971,20.20966173,39.96707928,2341094,1207781,1133313,13008,4763,8245,0.555637663,0.394359573,0.727513052,36.61592866,63.38407134,73.70079951,13.69157442,2.444649446,0.238314883,9.924661747,26.29920049,,8.611089333,10.41894064,6.687699535,-24.18680476,-13.66787879,-4.245157869,2.241564588,5.386472088,10.28499998
Jajapur,382,District - Jajapur ,0,1827192,926034,901158,144996,110686,34310,7.935455059,11.95269288,3.807323466,76.33727827,23.66272173,67.23495821,8.56437419,3.292504621,5.833264366,15.07489862,32.76504179,1624341,823747,800594,46858,17114,29744,2.884739103,2.077579645,3.715241433,36.52311238,63.47688762,78.25131248,5.452644159,2.998420761,1.207904733,12.08971787,21.74868752,,5.050715955,9.875113236,0.092082033,-39.81416589,-11.01635427,3.111730031,0.29408386,4.625359632,2.985180747
Dhenkanal,383,District - Dhenkanal ,0,1192811,612593,580218,158773,95652,63121,13.31082628,15.61428224,10.87884209,60.24450001,39.75549999,71.13741001,8.320054417,2.16031693,6.645966254,11.73625239,28.86258999,1066878,544001,522877,33647,11548,22099,3.153781407,2.122790215,4.226424188,34.32103902,65.67896098,81.80818498,3.486194906,3.004725533,0.419056677,11.28183791,18.19181502,,10.15704487,13.49149202,6.652417903,-25.92346099,-10.67077497,4.833859511,-0.844408602,6.226909577,0.45441448
Anugul,384,District - Anugul ,0,1273821,655718,618103,209411,103556,105855,16.43959395,15.79276457,17.12578648,49.45107946,50.54892054,70.26708244,10.15514944,1.60832048,7.362554976,10.60689267,29.73291756,1140003,587234,552769,16261,5979,10282,1.426399755,1.018163117,1.860089839,36.7689564,63.2310436,79.24481889,3.247032778,2.816554947,1.02699711,13.66459627,20.75518111,,15.01319419,14.77460146,15.26569664,-12.68212306,-8.977736456,6.908116665,-1.208234468,6.335557866,-3.057703608
Nayagarh,385,District - Nayagarh ,0,962789,502636,460153,115068,77507,37561,11.95152832,15.42010521,8.162719791,67.35756248,32.64243752,67.29933604,10.90485626,2.455939097,6.855076998,12.4847916,32.70066396,864516,446177,418339,31223,13945,17278,3.611616211,3.125441249,4.130143257,44.66258848,55.33741152,88.61095987,2.728757647,2.232328732,0.851936073,5.576017679,11.38904013,,8.33991211,12.29466396,4.032576534,-22.69497401,-21.31162382,8.176098612,0.223610365,6.003140925,6.908773922
Khordha,386,District - Khordha ,0,2251673,1167137,1084536,159127,102853,56274,7.067056362,8.812418765,5.188762752,64.63579405,35.36420595,44.352624,10.41683687,5.618154053,10.10325086,29.50913421,55.647376,1877395,986886,890509,17877,6265,11612,0.952223693,0.634825096,1.303973346,35.04502993,64.95497007,81.75868434,5.353247189,2.975890809,0.559377972,9.352799687,18.24131566,,6.114832669,8.177593669,3.884789406,-29.59076412,-37.40606034,5.063589677,2.642263244,9.543872891,20.15633453
Puri,387,District - Puri ,0,1698730,865380,833350,170988,98994,71994,10.06563727,11.43936768,8.639107218,57.8952909,42.1047091,69.92186586,8.060214752,3.59206494,3.533581304,14.89227314,30.07813414,1502682,763389,739293,35964,16081,19883,2.393320743,2.106527603,2.689461418,44.7141586,55.2858414,59.95439884,7.329551774,6.879101324,3.698142587,22.13880547,40.04560116,,7.672316528,9.332840074,5.9496458,-13.18113229,9.967467019,0.730662978,-3.287036383,-0.164561283,-7.24653233
Ganjam,388,District - Ganjam ,0,3529031,1779218,1749813,600388,271466,328922,17.01282873,15.25760194,18.79755151,45.21509424,54.78490576,74.1753666,8.442207373,2.269698928,7.58059788,7.532129223,25.8246334,3160635,1581986,1578649,30295,11857,18438,0.95850992,0.749500944,1.167960706,39.13847169,60.86152831,88.91896353,2.680310282,1.551411124,1.716454861,5.132860208,11.08103647,,16.05431881,14.50810099,17.6295908,-6.076622544,-14.74359693,5.76189709,0.718287804,5.864143019,2.399269015
Gajapati,389,District - Gajapati ,0,577817,282882,294935,123260,44042,79218,21.33201342,15.56903585,26.85947751,35.73097517,64.26902483,80.73340905,3.147817621,1.293201363,8.747363297,6.078208665,19.26659095,518837,255423,263414,7737,2006,5731,1.491219786,0.785363887,2.175662645,25.92736203,74.07263797,91.41786222,1.731937443,2.067985007,0.10339925,4.678816079,8.58213778,,19.84079364,14.78367197,24.68381487,-9.803613148,-10.68445317,1.415880178,-0.774783644,8.643964047,1.399392586
Kandhamal,390,District - Kandhamal ,0,733110,359945,373165,188332,70643,117689,25.68945997,19.62605398,31.53805957,37.50982308,62.49017692,75.59734936,6.123229191,0.940891617,13.88505405,3.453475777,24.40265064,648201,322799,325402,8069,2243,5826,1.244829922,0.69485965,1.790400797,27.79774445,72.20225555,79.56376255,2.267939026,6.10980295,0.458545049,11.59995043,20.43623745,,24.44463005,18.93119433,29.74765877,-9.712078624,-3.966413186,3.855290165,-5.168911333,13.426509,-8.146474651
Baudh,391,District - Baudh ,0,441162,221625,219537,95526,33126,62400,21.65327023,14.94686971,28.42345482,34.67747001,65.32252999,85.27207252,5.574398593,0.843749346,2.915436635,5.394342901,14.72792748,373372,188155,185217,37633,14902,22731,10.07922394,7.920065903,12.27263156,39.59822496,60.40177504,49.05269312,7.086865251,15.77604762,10.08157734,18.00281668,50.94730688,,11.57404629,7.026803809,16.15082325,4.920754954,36.21937941,-1.512466658,-14.93229827,-7.166140704,-12.60847378
Subarnapur,392,District - Subarnapur ,0,610183,311312,298871,116271,45382,70889,19.05510314,14.57765843,23.7189289,39.03122877,60.96877123,84.3933569,5.344410902,0.904782792,3.082453922,6.274995485,15.6066431,541835,275601,266234,18476,7088,11388,3.409894156,2.571833919,4.277440147,38.3632821,61.6367179,86.73955402,1.813163022,2.570902793,0.21108465,8.665295519,13.26044598,,15.64520899,12.00582451,19.44148876,-0.667946672,-2.346197117,3.53124788,-1.666120001,2.871369272,-2.390300034
Balangir,393,District - Balangir ,0,1648997,830097,818900,318040,137344,180696,19.2868756,16.54553624,22.06569789,43.18450509,56.81549491,80.67161363,4.310778518,1.232549365,5.399949692,8.385108791,19.32838637,1337194,673985,663209,7740,3133,4607,0.578824015,0.464847141,0.694652817,40.47803618,59.52196382,86.43410853,3.927648579,2.248062016,0.361757106,7.028423773,13.56589147,,18.70805158,16.0806891,21.37104507,-2.706468918,-5.762494894,0.38312994,-1.015512651,5.038192586,1.356685019
Nuapada,394,District - Nuapada ,0,610382,301962,308420,153559,51273,102286,25.15785197,16.97995112,33.16451592,33.38977201,66.61022799,89.72121465,2.550159873,0.7775513,1.98555604,4.96551814,10.27878535,530690,264396,266294,10922,3828,7094,2.058075336,1.447828258,2.663972902,35.04852591,64.95147409,76.88152353,3.781358726,5.722395166,1.05292071,12.56180187,23.11847647,,23.09977663,15.53212286,30.50054302,1.658753902,12.83969112,-1.231198852,-4.944843866,0.93263533,-7.596283728
Kalahandi,395,District - Kalahandi ,0,1576869,787101,789768,375342,147362,227980,23.80299188,18.7221208,28.86670516,39.26072755,60.73927245,87.35553176,3.02231032,0.815789333,4.256917691,4.549450901,12.64446824,1335494,667526,667968,7905,2383,5522,0.5919158,0.35698984,0.826686308,30.14547755,69.85452245,85.94560405,7.400379507,1.454775459,0.290955092,4.908285895,14.05439595,,23.21107608,18.36513096,28.04001885,-9.115250004,1.409927707,-4.378069187,-0.638986125,3.965962599,-0.358834994
Rayagada,396,District - Rayagada ,0,967911,471960,495951,238696,92429,146267,24.66094507,19.58407492,29.49222806,38.72247545,61.27752455,86.99266012,2.701343969,1.043167879,4.061232698,5.201595335,13.00733988,831109,409792,421317,6227,1997,4230,0.749239871,0.487320397,1.003994617,32.07001767,67.92998233,89.59370483,1.750441625,2.697928376,0.690541192,5.267383973,10.40629517,,23.9117052,19.09675452,28.48823345,-6.652457785,-2.601044714,0.950902344,-1.654760498,3.370691506,-0.065788638
Nabarangapur,397,District - Nabarangapur ,0,1220946,604812,616134,331845,115151,216694,27.17933471,19.03913944,35.1699468,34.70023656,65.29976344,89.78077114,2.443008031,0.875107354,2.762132924,4.138980548,10.21922886,1025766,515162,510604,22642,9669,12973,2.207326037,1.876885329,2.540716485,42.70382475,57.29617525,89.06457027,3.484674499,1.218973589,0.128080558,6.103701086,10.93542973,,24.97200868,17.16225411,32.62923031,8.003588194,0.716200876,-1.041666468,-0.343866235,2.634052365,-1.964720538
Koraput,398,District - Koraput ,0,1379647,678809,700838,296974,97870,199104,21.5253612,14.41789959,28.40941844,32.95574697,67.04425303,85.18321469,3.248095793,1.200778519,5.309555719,5.058355277,14.81678531,1180637,590743,589894,27974,13232,14742,2.369398892,2.23989112,2.499093057,47.30106527,52.69893473,80.85722457,5.984128119,1.916064917,0.268106099,10.9744763,19.14277543,,19.15596231,12.17800847,25.91032538,14.34531831,4.325990127,-2.736032326,-0.715286398,5.04144962,-5.916121023
Malkangiri,399,District - Malkangiri ,0,613192,303624,309568,131493,38449,93044,21.44401753,12.66335995,30.05607815,29.24033979,70.75966021,88.63513647,4.911288053,0.603834425,2.570479037,3.279262014,11.36486353,504198,252507,251691,27100,12515,14585,5.37487257,4.956298241,5.794803946,46.18081181,53.81918819,75.46125461,9.479704797,2.380073801,0.819188192,11.8597786,24.53874539,,16.06914496,7.707061704,24.2612742,16.94047202,13.17388186,-4.568416744,-1.776239376,1.751290845,-8.580516584
Koriya,400,District - Koriya ,0,658917,334737,324180,134084,56168,77916,20.34914868,16.77974051,24.03479548,41.89015841,58.10984159,87.41087676,2.025595895,0.73983473,5.711345127,4.112347484,12.58912324,586327,301251,285076,9292,3761,5531,1.584781189,1.248460586,1.940184372,40.475678,59.524322,81.90916918,6.478691347,3.056392596,0.441239776,8.114507103,18.09083082,,18.76436749,15.53127993,22.09461111,-1.414480406,5.501707586,-4.453095452,-2.316557865,5.270105351,-4.002159619
Surguja,401,District - Surguja ,0,2359886,1193129,1166757,533105,189827,343278,22.59028614,15.91001476,29.4215505,35.60780709,64.39219291,94.92482719,1.301432176,0.392418004,1.341761942,2.039560687,5.075172808,1972094,1000050,972044,6575,2768,3807,0.333401958,0.276786161,0.391648938,42.09885932,57.90114068,65.96197719,14.15969582,4.228136882,0.699619772,14.95057034,34.03802281,,22.25688418,15.6332286,29.02990157,6.491052223,28.96285001,-12.85826364,-3.835718878,0.64214217,-12.91100966
Jashpur,402,District - Jashpur ,0,851669,424747,426922,196129,64693,131436,23.02878231,15.23094925,30.78688847,32.98492319,67.01507681,93.8790286,1.433240367,0.409424409,2.519770151,1.758536473,6.120971401,743160,371697,371463,15725,7100,8625,2.115964261,1.910158005,2.321900162,45.15103339,54.84896661,56.76947536,13.78060413,8.915739269,3.586645469,16.94753577,43.23052464,,20.91281805,13.32079124,28.46498831,12.1661102,37.10955324,-12.34736377,-8.506314859,-1.066875318,-15.1889993
