CleanArea,DistrictCode,Area,DistrictBroken,TotalPopulation2011,TotalMales2011,TotalFemales2011,TotalWorkers2011,TotalWorkersMale2011,TotalWorkersFemale2011,MainWorkers2011,MainWorkersMale2011,MainWorkersFemale2011,PerMainWorkers2011,PerMainMale2011,PerMainFemale2011,PerMainWorkersMale2011,PerMainWorkersFemale2011,Agriculture2011,Manufacturing2011,WholesaleRetail2011,Construction2011,Services2011,NonAgriculture2011,TotalPopulation2001,TotalMales2001,TotalFemales2001,TotalWorkers2001,TotalMaleWorkers2001,TotalFemaleWorkers2001,MainWorkersTotal2001,MainWorkersMale2001,MainWorkerFemale2001,PerMainWorkers2001,PerMainMale2001,PerMainFemale2001,PerMainWorkersMale2001,PerMainWorkersFemale2001,Agriculture2001,Manufacturing2001,WholesaleRetail2001,Construction2001,Services2001,NonAgriculture2001,PPChangeinMain,PPChangeinMainMale,PPChangeinMainFemale,PPChangeinFemaleParticipation,PPChangeAgriculture,PPChangeinManufacturing,PPChangeinWholesale,PPChangeinConstruction,PPChangeinServices
Rupnagar,51,District - Rupnagar ,YM,684627,357485,327142,232936,186324,46612,193375,161284,32091,83.01636501,86.5610442,68.84707801,83.40478345,16.59521655,33.69773756,12.51040724,8.998060763,8.806722689,35.98707175,66.30226244,1116108,596582,519526,398150,296551,101599,393781,294905,98876,98.90267487,99.44495213,97.31985551,74.89061179,25.10938821,42.3613633,13.15020278,8.953453823,4.900185636,30.63479447,57.6386367,-3.011322363,-1.302807566,-4.444372235,-4.615140077,-12.89481886,-0.548899952,0.068653554,3.921238597,9.453826661
Sahibzada Ajit Singh Nagar,52,District - Sahibzada Ajit Singh Nagar ,YM,994628,529253,465375,356586,282728,73858,317138,258305,58833,88.93731106,91.36166209,79.6569092,81.44876994,18.55123006,20.72662374,16.63755211,8.904010242,9.045273666,44.68654024,79.27337626,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-3.011322363,-1.302807566,-4.444372235,-4.615140077,-12.89481886,-0.548899952,0.068653554,3.921238597,9.453826661
Sangrur,53,District - Sangrur ,Y,1655169,878029,777140,570196,486161,84035,501189,444538,56651,87.89767027,91.43843295,67.41357768,88.6966793,11.3033207,47.87196048,12.53339559,10.46710921,7.990997408,21.13653731,52.12803952,2000173,1069289,930884,764724,573440,191284,701170,546892,154278,91.68928921,95.37039621,80.65389682,77.99706205,22.00293795,60.25500235,11.22181497,9.216737738,3.343696964,15.96274798,39.74499765,-4.522068256,-0.256633875,-9.103878793,-10.53445797,-11.14773737,1.235439979,1.021412241,4.41953254,4.471352607
Barnala,54,District - Barnala ,Y,595527,317522,278005,208922,177748,31174,186025,163863,22162,89.04040742,92.18837905,71.09129403,88.08654751,11.91345249,52.43542535,12.25211665,9.621287461,7.14957667,18.54159387,47.56457465,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-4.522068256,-0.256633875,-9.103878793,-10.53445797,-11.14773737,1.235439979,1.021412241,4.41953254,4.471352607
Chandigarh,55,District - Chandigarh ,0,1055450,580663,474787,404204,328453,75751,385961,317377,68584,95.48668494,96.62782803,90.53873876,82.23032897,17.76967103,1.728153881,12.30253834,14.96964719,9.330994582,61.66866601,98.27184612,900635,506938,393697,472180,344149,128031,328989,277050,51939,69.67448854,80.5029217,40.5675188,84.21254206,15.78745794,1.644735842,15.76587667,16.73764168,9.344081413,56.50766439,98.35526416,25.8121964,16.12490633,49.97121996,1.98221309,0.083418039,-3.463338331,-1.767994492,-0.013086831,5.161001615
Uttarkashi,56,District - Uttarkashi ,0,330086,168597,161489,157263,84141,73122,128333,71526,56807,81.60406453,85.00730916,77.68797352,55.73469022,44.26530978,78.1576056,1.56779628,2.350915197,1.666757576,16.25692534,21.8423944,295013,152016,142997,203429,103175,100254,113463,63717,49746,55.77523362,61.7562394,49.61996529,56.15663256,43.84336744,78.51105647,2.177802455,1.692181592,3.257449565,14.36150992,21.48894353,25.82883091,23.25106976,28.06800824,0.421942339,-0.353450864,-0.610006175,0.658733605,-1.590691989,1.895415423
Chamoli,57,District - Chamoli ,0,391605,193991,197614,180216,93318,86898,114398,64878,49520,63.47827052,69.52356459,56.98635181,56.71252994,43.28747006,62.67417263,2.818231088,4.307767618,4.400426581,25.79940209,37.32582737,370359,183745,186614,220138,101037,119101,100190,58392,41798,45.51236043,57.79268981,35.09458359,58.2812656,41.7187344,61.47220281,4.829823336,3.684998503,4.175067372,25.83790797,38.52779719,17.96591009,11.73087478,21.89176823,1.568735656,1.201969811,-2.011592248,0.622769115,0.225359209,-0.038505887
Rudraprayag,58,District - Rudraprayag ,0,242285,114589,127696,113071,52425,60646,78974,37709,41265,69.84461091,71.92942299,68.04241005,47.74862613,52.25137387,74.53972193,1.908222959,3.102286829,3.069364601,17.38040368,25.46027807,227439,107535,119904,137045,59514,77531,75874,35916,39958,55.3642964,60.34882549,51.53809444,47.33637346,52.66362654,74.44842766,3.130189525,3.391148483,4.710440994,14.31979334,25.55157234,14.48031451,11.5805975,16.50431561,-0.412252669,0.091294277,-1.221966565,-0.288861654,-1.641076393,3.060610336
Tehri Garhwal,59,District - Tehri Garhwal ,0,618931,297986,320945,280474,141050,139424,165891,98682,67209,59.14665887,69.96242467,48.20475671,59.48604807,40.51395193,61.60370364,2.403988161,4.666919845,4.783864104,26.54152425,38.39629636,604747,295168,309579,342264,190319,151945,182685,107869,74816,53.37546455,56.67799852,49.23886933,59.04644607,40.95355393,64.94457673,4.409229001,4.160166407,8.411199606,18.07482826,35.05542327,5.771194317,13.28442615,-1.034112614,-0.439601999,-3.340873094,-2.00524084,0.506753438,-3.627335502,8.466695998
Dehradun,60,District - Dehradun ,0,1696694,892199,804495,582360,457534,124826,488149,398673,89476,83.82254963,87.13516373,71.68057937,81.67035065,18.32964935,17.95865607,8.466267472,14.22659885,9.015075315,50.3334023,82.04134393,1282143,679583,602560,504707,348167,156540,337178,283627,53551,66.8066819,81.46291866,34.20914782,84.11788432,15.88211568,25.22910747,14.42413206,12.47946189,7.470534851,40.39676373,74.77089253,17.01586773,5.672245069,37.47143154,2.447533671,-7.270451408,-5.957864589,1.747136959,1.544540464,9.936638574
Garhwal,61,District - Garhwal ,0,687271,326829,360442,274362,147688,126674,164661,102243,62418,60.01596431,69.22905043,49.27451569,62.09302749,37.90697251,49.72458566,4.044673602,8.354133644,4.801379805,33.07522729,50.27541434,697078,331061,366017,380555,174450,206105,172876,98347,74529,45.42733639,56.37546575,36.16069479,56.88875263,43.11124737,61.50072885,4.88558273,6.307411092,4.165991809,23.14028552,38.49927115,14.58862792,12.85358468,13.11382089,-5.204274861,-11.77614318,-0.840909128,2.046722552,0.635387995,9.934941763
Pithoragarh,62,District - Pithoragarh ,0,483439,239306,244133,216838,113697,103141,145385,80261,65124,67.04774993,70.5920121,63.14074907,55.20583279,44.79416721,62.41427933,3.351102246,5.754376311,4.076073873,24.40416824,37.58572067,462289,227615,234674,215579,100336,115243,121198,68665,52533,56.21976167,68.4350582,45.58454743,56.65522533,43.34477467,63.98620439,5.264938365,4.93407482,5.179953465,20.63482896,36.01379561,10.82798827,2.156953898,17.55620164,1.449392545,-1.571925066,-1.91383612,0.820301491,-1.103879592,3.769339285
Bageshwar,63,District - Bageshwar ,0,259898,124326,135572,123478,58550,64928,77942,38619,39323,63.12217561,65.95900939,60.56400936,49.54838213,50.45161787,73.92676606,3.018911498,3.823355829,2.628877884,16.60208873,26.07323394,249462,118510,130952,202625,90383,112242,85011,39563,45448,41.95484269,43.77261211,40.49108177,46.53868323,53.46131677,76.28189293,5.6192728,2.85257202,3.787745115,11.45851713,23.71810707,21.16733292,22.18639729,20.07292759,-3.009698901,-2.355126875,-2.600361302,0.970783809,-1.158867232,5.1435716
Almora,64,District - Almora,0,622506,291081,331425,298591,142453,156138,201238,102203,99035,67.39586927,71.74506679,63.42786509,50.78712768,49.21287232,68.26643079,2.194416561,4.424611654,2.96166728,22.15287371,31.73356921,630567,293848,336719,336384,154874,181510,206966,99741,107225,61.52670757,64.40138435,59.07388023,48.19197356,51.80802644,73.45892562,2.853608805,3.542127692,3.407322942,16.73801494,26.54107438,5.869161694,7.343682443,4.353984867,-2.595154119,-5.192494827,-0.659192244,0.882483961,-0.445655662,5.414858772
Champawat,65,District - Champawat ,0,259648,131125,128523,99638,60394,39244,62770,43316,19454,62.99805295,71.72235653,49.57190908,69.00748765,30.99251235,55.8132866,3.221284053,7.712282938,5.227019277,28.02612713,44.1867134,224542,111084,113458,194789,95446,99343,54207,34463,19744,27.82857348,36.1073277,19.87457596,63.57665984,36.42334016,66.78104304,5.359086465,6.213219695,4.255907909,17.39074289,33.21895696,35.16947947,35.61502882,29.69733312,-5.430827812,-10.96775644,-2.137802412,1.499063243,0.971111368,10.63538424
Nainital,66,District - Nainital ,0,954605,493666,460939,376410,257006,119404,296059,216987,79072,78.65333015,84.4287682,66.22223711,73.29181008,26.70818992,42.42769178,7.591054486,11.49905931,5.522547871,32.95964656,57.57230822,762909,400254,362655,359907,225846,134061,227739,170552,57187,63.27717994,75.51694518,42.65744698,74.88923724,25.11076276,47.09733511,14.62683159,9.479272325,4.667623903,24.12893707,52.90266489,15.37615021,8.911823025,23.56479013,1.597427162,-4.66964333,-7.035777107,2.019786984,0.854923968,8.830709484
Udham Singh Nagar,67,District - Udham Singh Nagar ,0,1648902,858783,790119,590854,444664,146190,449960,372830,77130,76.15417684,83.84533041,52.76010671,82.85847631,17.14152369,46.84016357,12.06862832,10.47070851,6.689927994,23.93057161,53.15983643,1235614,649484,586130,419992,306368,113624,298187,260499,37688,70.99825711,85.0281361,33.16904879,87.36095135,12.63904865,54.99770278,11.58434137,10.33512527,4.389192017,18.69363856,45.00229722,5.155919726,-1.182805691,19.59105792,4.50247504,-8.157539214,0.484286953,0.135583234,2.300735977,5.236933051
Hardwar,68,District - Hardwar ,0,1890422,1005295,885127,577977,497024,80953,495223,440027,55196,85.68212922,88.53234451,68.18277272,88.85431412,11.14568588,34.6815475,13.10076471,12.3774542,9.170817995,30.6694156,65.3184525,1447187,776021,671166,452969,359777,93192,356946,326372,30574,78.80141908,90.71508184,32.80753713,91.43455873,8.565441271,43.6253663,15.068946,10.76801533,5.961125773,24.57654659,56.3746337,6.880710138,-2.182737328,35.37523559,2.580244612,-8.943818797,-1.968181297,1.609438867,3.209692223,6.092869004
Panchkula,69,District - Panchkula ,0,561293,299679,261614,211971,165160,46811,183818,149194,34624,86.71846621,90.33301041,73.96552092,81.16397741,18.83602259,18.00150149,15.68616784,8.561729537,9.18517229,48.56542885,81.99849851,468411,256939,211472,163863,131667,32196,148726,126264,22462,90.76240518,95.89646608,69.76643061,84.89705902,15.10294098,21.70232508,18.89044283,9.953202534,7.899089601,41.55493996,78.29767492,-4.043938975,-5.563455671,4.199090312,3.733081609,-3.700823596,-3.204274988,-1.391472997,1.286082689,7.010488891
Ambala,70,District - Ambala ,0,1128350,598703,529647,373158,321330,51828,320360,283102,37258,85.85103361,88.10319609,71.88778267,88.3699588,11.6300412,30.20164815,12.70695468,12.0308403,8.536646273,36.5239106,69.79835185,1014411,542977,471434,373378,298364,75014,271801,243093,28708,72.79512987,81.47531203,38.27018956,89.43786079,10.56213921,30.93255728,14.79464755,13.95395896,7.60114937,32.71768684,69.06744272,13.05590374,6.627884056,33.6175931,1.067901992,-0.73090913,-2.087692879,-1.923118658,0.935496903,3.806223764
Yamunanagar,71,District - Yamunanagar ,0,1214205,646718,567487,389793,343081,46712,339309,307393,31916,87.04851036,89.59779178,68.32505566,90.59382451,9.406175492,35.43702053,21.31331618,10.7046969,7.940255048,24.60471134,64.56297947,1041630,559444,482186,350356,285725,64631,279223,245547,33676,79.69693683,85.93822732,52.105027,87.93938895,12.06061105,41.23657435,20.92950796,11.48257844,5.385301354,20.9660379,58.76342565,7.351573533,3.659564459,16.22002866,-2.654435561,-5.799553818,0.383808225,-0.777881542,2.554953694,3.638673442
Kurukshetra,72,District - Kurukshetra ,0,964655,510976,453679,336374,268662,67712,285413,244529,40884,84.84989922,91.01733777,60.37925331,85.67549481,14.32450519,47.45439065,9.272177511,11.04714922,7.624740289,24.60154233,52.54560935,825454,442328,383126,283426,222354,61072,244229,202834,41395,86.17028784,91.22120582,67.78065234,83.05074336,16.94925664,54.03043865,9.241736239,11.22143562,4.629671333,20.87671816,45.96956135,-1.320388616,-0.203868055,-7.401399037,-2.62475145,-6.576047991,0.030441272,-0.174286401,2.995068956,3.724824164
Kaithal,73,District - Kaithal ,0,1074304,571003,503301,373329,291988,81341,290391,249547,40844,77.78420642,85.46481362,50.21329957,85.9348258,14.0651742,57.74662438,7.405188177,9.213784174,7.33011698,18.30428629,42.25337562,946131,510513,435618,583619,354913,228706,269972,227796,42176,46.25826095,64.18361683,18.44114278,84.37763916,15.62236084,62.4072126,8.755722816,9.383936112,4.513801431,14.93932704,37.5927874,31.52594547,21.28119679,31.77215679,-1.557186641,-4.660588221,-1.350534638,-0.170151938,2.816315549,3.364959249
Karnal,74,District - Karnal ,0,1505324,797712,707612,515479,410672,104807,411217,351192,60025,79.77376382,85.51642186,57.27193794,85.40308402,14.59691598,47.0668771,11.74027338,10.60559267,5.944793138,24.64246371,52.9331229,1274183,683368,590815,614438,418441,195997,352988,296051,56937,57.4489208,70.75095414,29.04993444,83.86998991,16.13001009,50.43457568,12.86162702,11.3570433,4.513184584,20.83356941,49.56542432,22.32484302,14.76546773,28.22200351,-1.533094102,-3.367698581,-1.121353641,-0.751450631,1.431608554,3.808894298
Panipat,75,District - Panipat ,0,1205437,646857,558580,411034,327808,83226,337491,285801,51690,82.10780617,87.18548663,62.1079951,84.68403602,15.31596398,30.61681645,29.21500129,11.2162991,5.565185442,23.38669772,69.38318355,967449,528860,438589,315847,252262,63585,287992,238084,49908,91.18085655,94.3796529,78.49020996,82.67035195,17.32964805,35.52147282,30.13069807,11.32635629,4.171990889,18.84948193,64.47852718,-9.073050387,-7.194166274,-16.38221486,-2.013684065,-4.90465637,-0.915696786,-0.110057186,1.393194553,4.537215789
Sonipat,76,District - Sonipat ,0,1450001,781299,668702,522619,390838,131781,396550,326505,70045,75.87745566,83.53972746,53.1525789,82.33640146,17.66359854,43.92787795,11.85575589,8.174000757,5.469675955,30.57268945,56.07212205,1279175,695723,583452,520876,348500,172376,379413,287554,91859,72.84132884,82.51190818,53.28990115,75.7891796,24.2108204,51.67508757,13.85007894,8.601444864,3.737352173,22.13603646,48.32491243,3.036126822,1.02781928,-0.137322246,-6.547221861,-7.747209622,-1.994323043,-0.427444107,1.732323782,8.43665299
Jind,77,District - Jind ,0,1334152,713006,621146,524362,369241,155121,386550,313813,72737,73.71815654,84.98866594,46.89049194,81.18302936,18.81697064,61.07825637,6.324666925,7.487259087,6.102703402,19.00711422,38.92174363,1189827,642282,547545,717333,409032,308301,366159,275359,90800,51.04449398,67.31967181,29.4517371,75.20202972,24.79797028,66.66420872,7.941358809,7.417269547,4.056707605,13.92045532,33.33579128,22.67366256,17.66899413,17.43875484,-5.980999643,-5.585952348,-1.616691883,0.06998954,2.045995797,5.086658894
Fatehabad,78,District - Fatehabad ,0,942011,495360,446651,368779,263180,105599,285873,230598,55275,77.51878496,87.61987993,52.34424568,80.66449088,19.33550912,62.03419001,7.12484215,9.40417598,5.468862047,15.96792981,37.96580999,806158,427862,378296,463379,252334,211045,261505,200287,61218,56.43436582,79.37376652,29.0070838,76.59012256,23.40987744,67.32146613,8.262174719,8.850691191,3.889026978,11.67664098,32.67853387,21.08441914,8.246113414,23.33716189,-4.074368316,-5.287276121,-1.137332569,0.553484789,1.579835069,4.291288833
Sirsa,79,District - Sirsa ,0,1295189,682582,612607,502531,369698,132833,399781,331138,68643,79.55350018,89.56986513,51.67616481,82.82984934,17.17015066,61.86111896,7.387044407,10.120541,4.339876082,16.29141955,38.13888104,1116649,593245,523404,561102,345244,215858,363719,279195,84524,64.82226048,80.86889273,39.15722373,76.76118102,23.23881898,65.44777699,7.622367817,9.951913428,3.116966669,13.86097509,34.55222301,14.7312397,8.700972408,12.51894108,-6.068668321,-3.58665803,-0.23532341,0.168627569,1.222909413,2.430444459
Hisar,80,District - Hisar ,0,1743931,931562,812369,692029,488980,203049,531757,420677,111080,76.84027692,86.03153503,54.70600692,79.11075924,20.88924076,56.49215713,7.733607644,7.74413877,5.106091692,22.92400476,43.50784287,1537117,830520,706597,570758,405884,164874,512021,378571,133450,89.70894845,93.27073745,80.94059706,73.93661588,26.06338412,59.40947735,9.752529681,8.683628211,4.386343529,17.76802123,40.59052265,-12.86867153,-7.23920242,-26.23459014,-5.174143357,-2.917320214,-2.018922037,-0.93948944,0.719748163,5.155983528
Bhiwani,81,District - Bhiwani ,0,1634445,866672,767773,623821,431481,192340,446883,359076,87807,71.63641493,83.21942333,45.65197047,80.35123287,19.64876713,61.41719421,7.286470955,6.445534961,4.867940826,19.98285905,38.58280579,1425022,758253,666769,598120,367550,230570,420750,307260,113490,70.34541564,83.59678955,49.22149456,73.02673797,26.97326203,64.68449198,9.34402852,6.639334522,3.910398099,15.42174688,35.31550802,1.290999297,-0.377366217,-3.569524088,-7.324494905,-3.267297769,-2.057557565,-0.193799561,0.957542727,4.561112168
Rohtak,82,District - Rohtak ,0,1061204,568479,492725,345878,272410,73468,289288,239275,50013,83.63873967,87.83634962,68.07453585,82.71169215,17.28830785,38.07900777,10.1725616,11.35961395,7.127153563,33.26166312,61.92099223,940128,509038,431090,517201,288575,228626,282394,212295,70099,54.60043581,73.56666378,30.66099219,75.17688053,24.82311947,50.16537179,11.49139146,10.201704,4.205471788,23.93606096,49.83462821,29.03830386,14.26968584,37.41354366,-7.534811626,-12.08636401,-1.318829861,1.157909947,2.921681776,9.325602153
Jhajjar,83,District - Jhajjar ,0,958405,514667,443738,325872,249269,76603,245560,205417,40143,75.35474051,82.40776029,52.40395285,83.65246783,16.34753217,45.38198404,9.203453331,6.848835315,4.898191888,33.66753543,54.61801596,880072,476475,403597,457257,244887,212370,272237,197264,74973,59.53697811,80.55307142,35.3030089,72.46039297,27.53960703,55.05937841,15.99856008,6.198275767,3.476015384,19.26777036,44.94062159,15.8177624,1.854688874,17.10094395,-11.19207486,-9.677394373,-6.795106747,0.650559548,1.422176504,14.39976507
Mahendragarh,84,District - Mahendragarh ,0,922088,486665,435423,337920,232107,105813,212130,176331,35799,62.77521307,75.96970363,33.83232684,83.12402772,16.87597228,48.45707821,8.112006788,9.372554566,6.286710979,27.77164946,51.54292179,812521,423578,388943,384494,213458,171036,205909,158323,47586,53.5532414,74.17056283,27.82221287,76.88979112,23.11020888,59.41362447,9.075368245,8.541637325,4.775896148,18.19347382,40.58637553,9.221971665,1.799140801,6.010113973,-6.234236598,-10.95654626,-0.963361457,0.83091724,1.510814831,9.578175644
Rewari,85,District - Rewari ,0,900332,474335,425997,337645,235912,101733,250658,201182,49476,74.23714256,85.2784089,48.63318687,80.2615516,19.7384484,39.91574177,12.78475054,9.878001101,6.70555099,30.7159556,60.08425823,765351,403034,362317,472414,293070,179344,200396,155543,44853,42.41957266,53.07366841,25.00947899,77.61781672,22.38218328,51.74354778,14.08511148,8.716740853,4.523044372,20.93155552,48.25645222,31.8175699,32.20474049,23.62370788,-2.643734873,-11.82780601,-1.300360943,1.161260248,2.182506618,9.784400085
